0.26984,3.6197
0.27036,3.6275
0.27088,3.635
0.2714,3.6421
0.27192,3.6488
0.27245,3.6554
0.27298,3.6617
0.27351,3.6678
0.27404,3.6737
0.27458,3.6794
0.27512,3.6849
0.27566,3.6903
0.2762,3.6954
0.27674,3.7003
0.27729,3.705
0.27783,3.7094
0.27838,3.7136
0.27894,3.7174
0.27949,3.7209
0.28005,3.724
0.28061,3.7268
0.28117,3.7291
0.28173,3.731
0.2823,3.7324
0.28286,3.7333
0.28343,3.7337
0.28401,3.7337
0.28458,3.7331
0.28516,3.732
0.28574,3.7304
0.28632,3.7283
0.2869,3.7256
0.28749,3.7225
0.28808,3.719
0.28867,3.715
0.28927,3.7105
0.28986,3.7057
0.29046,3.7005
0.29106,3.6949
0.29167,3.689
0.29227,3.6828
0.29288,3.6763
0.29349,3.6696
0.29411,3.6627
0.29472,3.6555
0.29534,3.6483
0.29596,3.6408
0.29659,3.6333
0.29721,3.6257
0.29784,3.618
0.29848,3.6102
0.29911,3.6025
0.29975,3.5947
0.30039,3.587
0.30103,3.5793
0.30168,3.5716
0.30233,3.564
0.30298,3.5564
0.30363,3.549
0.30429,3.5417
0.30495,3.5344
0.30561,3.5273
0.30628,3.5203
0.30695,3.5135
0.30762,3.5067
0.30829,3.5002
0.30897,3.4938
0.30965,3.4875
0.31033,3.4815
0.31102,3.4756
0.31171,3.4698
0.3124,3.4643
0.3131,3.4589
0.3138,3.4537
0.3145,3.4487
0.3152,3.4439
0.31591,3.4393
0.31662,3.4348
0.31734,3.4306
0.31806,3.4265
0.31878,3.4226
0.3195,3.419
0.32023,3.4155
0.32096,3.4122
0.32169,3.4091
0.32243,3.4061
0.32317,3.4034
0.32392,3.4009
0.32466,3.3985
0.32542,3.3963
0.32617,3.3943
0.32693,3.3925
0.32769,3.3909
0.32846,3.3895
0.32923,3.3882
0.33,3.3872
0.33077,3.3863
0.33155,3.3855
0.33234,3.385
0.33313,3.3846
0.33392,3.3844
0.33471,3.3844
0.33551,3.3846
0.33631,3.3849
0.33712,3.3854
0.33793,3.386
0.33874,3.3869
0.33956,3.3878
0.34038,3.389
0.34121,3.3903
0.34204,3.3918
0.34287,3.3935
0.34371,3.3953
0.34455,3.3972
0.3454,3.3994
0.34625,3.4017
0.34711,3.4041
0.34796,3.4067
0.34883,3.4095
0.3497,3.4124
0.35057,3.4156
0.35144,3.4188
0.35232,3.4223
0.35321,3.4259
0.3541,3.4296
0.35499,3.4336
0.35589,3.4377
0.35679,3.442
0.3577,3.4465
0.35861,3.4512
0.35953,3.4561
0.36045,3.4612
0.36138,3.4666
0.36231,3.4722
0.36325,3.478
0.36419,3.4841
0.36513,3.4905
0.36608,3.4973
0.36704,3.5044
0.368,3.5119
0.36897,3.5198
0.36994,3.5283
0.37091,3.5372
0.37189,3.5469
0.37288,3.5572
0.37387,3.5683
0.37487,3.5803
0.37587,3.5934
0.37688,3.6077
0.37789,3.6234
0.37891,3.6406
0.37993,3.6595
0.38096,3.6805
0.382,3.7036
0.38304,3.7291
0.38408,3.7573
0.38514,3.7881
0.38619,3.8218
0.38726,3.8583
0.38833,3.8973
0.3894,3.9384
0.39048,3.9811
0.39157,4.0246
0.39266,4.0679
0.39376,4.1099
0.39487,4.1497
0.39598,4.1862
0.3971,4.2187
0.39822,4.2469
0.39936,4.2705
0.40049,4.2898
0.40164,4.3053
0.40279,4.3175
0.40394,4.3274
0.40511,4.3359
0.40628,4.3438
0.40746,4.3522
0.40864,4.3619
0.40983,4.3739
0.41103,4.389
0.41223,4.408
0.41345,4.4315
0.41467,4.4602
0.41589,4.4943
0.41713,4.5341
0.41837,4.5794
0.41962,4.6296
0.42087,4.6839
0.42214,4.7409
0.42341,4.7989
0.42468,4.8561
0.42597,4.9106
0.42727,4.9604
0.42857,5.004
0.42988,5.0401
0.4312,5.0683
0.43252,5.0881
0.43386,5.0998
0.4352,5.104
0.43655,5.1014
0.43791,5.0929
0.43928,5.0793
0.44066,5.0617
0.44204,5.0407
0.44344,5.0171
0.44484,4.9916
0.44625,4.9646
0.44767,4.9367
0.4491,4.9081
0.45054,4.8793
0.45199,4.8503
0.45345,4.8215
0.45491,4.793
0.45639,4.7648
0.45788,4.737
0.45937,4.7098
0.46088,4.6831
0.46239,4.6571
0.46392,4.6316
0.46545,4.6068
0.467,4.5826
0.46856,4.559
0.47012,4.536
0.4717,4.5137
0.47329,4.4919
0.47489,4.4708
0.47649,4.4501
0.47812,4.4301
0.47975,4.4106
0.48139,4.3916
0.48304,4.3731
0.48471,4.3551
0.48638,4.3376
0.48807,4.3205
0.48977,4.3039
0.49148,4.2877
0.49321,4.2719
0.49494,4.2565
0.49669,4.2416
0.49845,4.227
0.50023,4.2127
0.50201,4.1988
0.50381,4.1853
0.50562,4.1721
0.50745,4.1592
0.50929,4.1466
0.51114,4.1343
0.513,4.1223
0.51488,4.1106
0.51677,4.0992
0.51868,4.0881
0.5206,4.0772
0.52253,4.0665
0.52448,4.0561
0.52645,4.046
0.52843,4.0361
0.53042,4.0264
0.53243,4.0169
0.53445,4.0076
0.53649,3.9986
0.53855,3.9898
0.54062,3.9811
0.5427,3.9727
0.54481,3.9644
0.54692,3.9564
0.54906,3.9485
0.55121,3.9408
0.55338,3.9333
0.55557,3.926
0.55777,3.9188
0.55999,3.9118
0.56223,3.9049
0.56449,3.8982
0.56677,3.8917
0.56906,3.8853
0.57137,3.8791
0.5737,3.873
0.57605,3.8671
0.57842,3.8613
0.58081,3.8556
0.58322,3.8501
0.58565,3.8448
0.5881,3.8395
0.59057,3.8344
0.59306,3.8294
0.59557,3.8246
0.59811,3.8199
0.60066,3.8153
0.60324,3.8108
0.60584,3.8064
0.60846,3.8022
0.6111,3.7981
0.61377,3.7941
0.61646,3.7902
0.61918,3.7864
0.62192,3.7828
0.62468,3.7792
0.62747,3.7758
0.63028,3.7724
0.63312,3.7692
0.63598,3.7661
0.63887,3.7631
0.64179,3.7601
0.64473,3.7573
0.6477,3.7546
0.6507,3.752
0.65372,3.7494
0.65677,3.747
0.65986,3.7446
0.66297,3.7423
0.66611,3.7401
0.66928,3.738
0.67248,3.7359
0.67571,3.7339
0.67897,3.7319
0.68227,3.7299
0.6856,3.728
0.68895,3.726
0.69235,3.7239
0.69577,3.7217
0.69923,3.7193
0.70273,3.7166
0.70626,3.7135
0.70982,3.71
0.71342,3.7062
0.71706,3.7024
0.72074,3.6988
0.72445,3.6953
0.7282,3.6921
0.73199,3.6891
0.73582,3.6862
0.7397,3.6836
0.74361,3.6811
0.74756,3.6788
0.75156,3.6767
0.75559,3.6747
0.75968,3.6728
0.7638,3.671
0.76798,3.6694
0.77219,3.6679
0.77646,3.6665
0.78077,3.6651
0.78513,3.6639
0.78954,3.6627
0.794,3.6616
0.7985,3.6606
0.80306,3.6597
0.80768,3.6587
0.81234,3.6578
0.81706,3.6569
0.82184,3.656
0.82667,3.6551
0.83156,3.654
0.83651,3.6528
0.84151,3.6513
0.84658,3.6495
0.85171,3.6472
0.8569,3.6442
0.86215,3.6401
0.86747,3.6347
0.87286,3.6277
0.87831,3.6195
0.88383,3.6107
0.88942,3.6017
0.89508,3.593
0.90082,3.5848
0.90663,3.5769
0.91251,3.5694
0.91847,3.5623
0.92451,3.5555
0.93063,3.549
0.93683,3.5428
0.94311,3.5368
0.94948,3.5311
0.95593,3.5255
0.96248,3.5201
0.96911,3.5148
0.97584,3.5097
0.98266,3.5048
0.98957,3.5
0.99659,3.4953
1.0037,3.4907
1.0109,3.4862
1.0182,3.4818
1.0257,3.4775
1.0332,3.4733
